age,dataset,bfis_O_newidea,bfis_O_apprart,bfis_O_highima,bfis_C_worktho,bfis_C_taskeff,bfis_C_ratlazy,bfis_E_talkati,bfis_E_sociabl,bfis_E_reserve,bfis_A_harshwo,bfis_A_ablefor,bfis_A_conside,bfis_N_worries,bfis_N_nervous,bfis_N_relaxed
60,sels,5,2,8,6,8,6,4,4,1,10,8,9,6,5,3
21,sels,5,4,5,10,8,5,7,8,5,1,5,9,10,10,7
63,sels,7,2,3,9,9,0,7,4,3,2,9,8,4,8,1
56,sels,8,3,8,8,8,7,7,7,1,3,6,7,6,5,3
52,sels,7,10,7,10,7,8,7,5,7,4,10,5,7,0,5
65,sels,7,10,7,8,8,8,8,8,8,5,7,7,8,6,4
28,sels,5,4,8,8,6,10,5,5,7,8,7,9,6,4,4
19,sels,4,5,2,9,9,9,8,9,8,8,8,9,7,5,2
18,sels,10,0,10,9,9,2,7,5,3,4,9,9,10,8,5
46,sels,7,7,6,10,8,3,8,9,3,8,10,8,1,6,9
19,sels,7,7,7,10,10,5,10,7,5,3,5,6,10,8,5
72,sels,4,2,5,7,5,5,7,4,5,8,7,8,7,5,8
18,sels,2,2,6,6,6,5,2,3,1,9,8,10,7,6,5
53,sels,5,5,5,8,8,10,8,5,5,8,5,7,2,2,2
58,sels,6,9,8,9,8,7,7,9,4,6,7,8,4,3,2
41,sels,8,8,8,8,8,9,8,7,5,7,6,8,6,2,2
74,sels,4,2,3,8,3,9,6,5,4,10,8,6,5,5,5
37,sels,10,7,9,10,10,9,8,6,3,9,7,9,6,1,3
52,sels,10,6,10,7,9,9,9,8,5,4,7,10,2,7,6
68,sels,4,6,5,9,8,9,8,7,4,7,6,8,3,3,2
70,sels,9,10,10,10,10,2,9,9,8,9,8,9,9,0,7
24,sels,8,8,8,8,4,7,10,8,9,6,10,8,8,6,1
57,sels,5,5,4,10,10,10,5,10,0,5,5,10,0,8,0
75,sels,5,6,6,7,8,5,9,7,4,7,9,8,3,8,2
73,sels,5,5,5,9,9,10,7,6,5,10,10,8,8,2,5
45,sels,3,6,4,1,8,9,7,6,2,10,4,8,4,7,7
25,sels,6,7,8,9,8,7,8,5,5,4,5,8,9,5,4
65,sels,6,5,9,9,8,10,9,8,1,8,9,9,5,1,3
47,sels,3,9,7,4,8,7,6,6,4,9,5,7,9,5,4
22,sels,7,8,6,9,10,10,9,10,5,10,10,9,9,5,2
41,sels,10,0,8,10,10,10,10,3,10,9,6,0,10,4,8
52,sels,3,5,4,8,10,9,9,6,8,9,8,8,0,6,4
18,sels,6,8,9,7,6,4,5,5,2,6,4,6,2,5,6
55,sels,5,2,7,8,8,8,8,6,4,9,9,7,5,4,2
57,sels,5,5,5,8,9,9,8,10,5,10,10,10,5,8,6
62,sels,3,4,4,4,4,6,4,6,7,8,2,6,2,4,7
61,sels,7,0,2,8,8,4,9,10,6,1,6,4,5,2,5
29,sels,6,7,2,10,8,8,8,6,7,6,7,8,2,4,6
36,sels,10,8,10,8,10,10,10,10,2,0,10,10,4,4,0
52,sels,2,2,1,10,9,10,6,6,0,10,10,10,10,7,9
89,sels,9,2,8,8,8,10,9,9,5,2,7,8,5,0,1
45,sels,6,8,3,5,10,9,6,7,5,10,9,7,2,1,2
32,sels,2,5,3,10,9,8,7,8,3,5,8,9,3,3,2
54,sels,9,10,10,10,10,10,7,7,8,9,5,8,5,5,5
33,sels,6,8,7,8,8,9,8,6,5,5,8,8,6,5,5
51,sels,5,7,7,8,7,5,8,5,4,6,6,8,2,2,2
52,sels,4,8,5,9,9,9,4,4,3,10,5,10,9,5,5
27,sels,8,5,6,9,9,7,5,5,3,8,6,8,4,4,1
36,sels,1,10,5,10,8,5,5,1,2,10,1,5,9,10,10
999,sels,4,6,9,8,8,9,5,7,4,0,10,9,3,2,3
30,sels,7,9,6,10,9,8,8,7,7,1,4,6,6,6,2
39,sels,10,7,8,7,10,10,9,10,9,2,3,7,6,0,4
28,sels,7,6,8,9,8,8,3,5,1,6,7,9,8,2,5
28,sels,3,10,5,10,10,10,8,5,0,7,10,10,10,10,0
51,sels,4,4,5,8,7,7,8,8,7,8,8,8,3,3,5
20,sels,5,2,9,7,5,6,8,10,3,4,7,9,9,6,4
66,sels,10,10,10,10,10,10,10,10,5,5,10,10,8,1,2
25,sels,9,3,6,8,9,8,7,8,8,4,8,9,3,8,2
22,sels,7,2,1,10,7,10,7,5,6,5,7,8,8,2,2
47,sels,8,6,7,8,8,4,8,9,1,10,9,9,5,6,7
36,sels,1,3,1,8,9,5,2,3,0,2,10,10,6,2,1
47,sels,7,6,5,10,9,3,10,8,8,3,7,9,9,6,5
51,sels,5,7,6,7,6,5,6,5,6,7,5,6,6,5,4
43,sels,8,7,8,9,8,9,9,9,8,9,5,8,5,3,2
56,sels,7,4,5,8,7,3,10,7,7,2,10,6,6,5,4
22,sels,9,10,10,10,9,2,7,10,2,5,6,8,7,6,1
50,sels,6,6,7,8,7,8,7,8,6,3,7,6,7,5,4
38,sels,7,10,10,10,8,10,5,9,2,9,8,8,6,4,3
68,sels,7,8,3,6,8,8,7,9,5,7,9,8,5,3,2
67,sels,8,10,10,9,9,9,9,8,8,8,8,8,5,2,1
61,sels,6,6,4,9,8,9,7,6,2,7,8,7,8,6,4
36,sels,8,10,7,10,9,5,5,5,4,2,8,8,10,6,6
36,sels,5,7,5,8,7,9,6,6,2,8,8,9,6,1,3
60,sels,8,5,10,8,6,2,8,7,2,2,8,8,9,6,4
61,sels,6,9,8,9,9,9,9,9,8,7,9,10,7,1,2
53,sels,5,5,5,7,8,7,4,5,3,3,8,6,6,6,4
22,sels,3,9,7,9,10,4,6,6,0,6,8,9,5,8,4
29,sels,9,9,9,9,9,9,9,9,1,1,9,9,1,5,1
23,sels,8,2,3,10,8,10,8,5,6,4,3,6,5,5,3
51,sels,5,10,8,10,10,9,10,10,6,9,8,9,3,4,5
37,sels,3,3,1,8,7,4,1,4,3,9,8,7,3,3,2
42,sels,5,4,6,8,7,8,8,8,7,4,7,8,3,2,2
55,sels,3,8,5,8,7,7,6,6,5,9,8,8,4,6,4
21,sels,7,3,6,8,8,7,8,7,7,2,8,9,7,5,4
21,sels,2,4,3,10,8,5,6,2,1,9,8,10,10,6,8
64,sels,5,5,8,9,10,10,9,10,2,5,6,10,9,2,2
41,sels,4,1,7,8,7,8,3,2,3,8,7,7,6,3,3
74,sels,8,5,8,5,8,1,9,9,4,2,7,6,8,9,8
39,sels,5,1,5,10,9,10,6,7,2,10,7,10,9,5,5
22,sels,6,2,5,8,5,5,3,4,1,5,9,7,9,6,6
39,sels,6,5,5,7,7,8,5,2,5,3,2,5,2,2,5
36,sels,5,7,6,8,6,5,8,5,2,7,7,9,7,6,6
51,sels,7,6,7,10,8,5,10,10,5,3,8,9,6,4,3
71,sels,7,5,7,9,9,9,5,8,0,8,9,9,8,8,1
32,sels,9,4,10,10,10,9,7,6,2,9,9,10,9,8,5
51,sels,6,5,5,8,7,10,8,8,5,7,9,8,6,2,2
68,sels,2,1,2,8,6,10,5,2,5,9,2,5,7,2,3
69,sels,8,2,9,10,8,10,10,8,5,5,5,8,5,8,2
42,sels,5,3,2,10,6,2,3,3,2,7,0,8,5,9,8
40,sels,0,0,5,10,10,0,0,0,10,10,10,10,5,0,0
61,sels,10,9,10,10,9,9,10,8,0,7,9,10,1,2,2
66,sels,4,9,8,10,8,9,7,10,9,3,8,9,7,1,2
67,sels,4,1,4,8,9,9,6,9,4,8,9,8,0,1,1
44,sels,8,9,9,9,7,8,7,5,1,8,9,9,5,7,3
45,sels,10,7,10,10,10,9,10,10,10,0,7,4,7,5,0
56,sels,4,5,5,8,8,9,10,8,8,9,10,10,4,2,2
46,sels,3,0,9,9,10,10,9,10,5,6,8,10,7,2,1
999,sels,6,9,10,9,9,3,9,10,2,8,9,10,8,7,2
48,sels,5,3,5,9,9,9,7,5,5,7,9,9,1,2,2
66,sels,9,9,8,9,9,9,8,6,2,9,9,9,8,7,4
56,sels,6,6,8,8,7,7,9,7,4,7,6,9,3,5,1
41,sels,7,8,7,7,9,10,6,7,2,7,8,10,5,1,3
46,sels,8,10,8,9,9,10,10,10,5,3,10,7,4,3,1
59,sels,9,9,1,10,9,9,4,5,8,6,9,1,9,1,7
63,sels,5,1,7,8,9,9,4,7,2,4,7,8,7,1,3
58,sels,9,8,9,9,9,0,10,9,4,3,6,10,8,9,1
74,sels,5,5,4,10,10,10,10,5,0,10,0,10,5,5,1
31,sels,8,10,10,8,9,10,8,10,10,9,10,9,0,0,1
34,sels,10,4,9,10,9,9,9,7,6,3,5,9,8,8,6
39,sels,6,5,6,10,9,2,7,7,2,10,10,10,2,1,1
51,sels,7,5,8,8,9,9,10,10,5,4,10,9,2,2,1
28,sels,8,1,6,9,9,8,6,6,2,2,9,8,9,7,6
39,sels,10,2,10,9,10,10,7,4,5,3,8,3,3,5,3
68,sels,9,2,2,10,9,9,8,8,1,6,10,9,5,0,1
57,sels,8,2,9,8,8,10,7,9,5,5,3,9,8,8,3
74,sels,8,8,9,9,9,10,9,9,5,9,7,8,2,2,2
46,sels,3,8,3,9,8,2,7,7,5,5,3,8,7,2,2
59,sels,5,9,6,10,10,10,9,8,5,10,10,10,3,1,2
64,sels,6,8,7,9,7,3,5,5,7,5,9,7,2,3,4
51,sels,7,7,9,8,9,9,7,6,4,7,7,9,4,3,4
33,sels,6,0,6,10,10,8,5,8,5,9,10,10,5,0,2
62,sels,10,0,0,10,10,10,10,10,10,2,10,10,4,4,6
54,sels,7,4,8,9,8,10,8,6,3,9,9,8,8,3,3
51,sels,8,3,10,10,10,10,10,10,8,6,9,9,7,1,0
54,sels,10,7,10,10,8,10,10,8,10,8,8,8,5,1,1
54,sels,7,2,5,9,9,9,7,4,9,5,8,7,8,1,8
77,sels,2,0,7,8,1,10,5,5,9,10,9,10,8,5,3
32,sels,4,2,3,10,8,8,8,9,7,9,6,8,2,1,2
60,sels,6,8,6,8,9,1,8,5,4,9,9,9,2,2,3
26,sels,8,5,7,10,10,3,10,7,3,2,3,9,10,6,4
42,sels,10,10,10,10,10,10,10,10,0,0,10,10,10,5,5
27,sels,6,4,8,7,6,4,6,7,4,8,9,8,1,3,3
56,sels,7,8,8,6,6,3,9,9,8,8,4,10,8,5,4
54,sels,7,3,8,4,9,1,6,9,8,2,3,9,8,5,3
50,sels,6,3,5,9,8,6,5,3,1,4,5,8,4,6,5
41,sels,8,6,9,10,8,10,7,3,7,8,8,9,2,2,4
66,sels,3,4,7,8,7,4,5,5,1,4,8,9,7,1,5
71,sels,9,8,7,8,9,3,7,5,2,5,9,9,8,7,1
75,sels,3,3,3,5,7,5,9,8,8,5,6,7,7,3,6
68,sels,5,3,3,7,6,8,8,8,7,6,7,7,4,2,4
53,sels,0,10,10,0,4,0,10,0,0,0,10,0,10,10,10
50,sels,6,7,8,6,8,2,6,8,3,9,5,9,8,5,3
20,sels,4,0,0,10,10,8,7,8,0,10,10,10,10,10,4
43,sels,3,1,3,8,7,9,6,9,8,8,9,9,2,1,1
46,sels,7,7,8,6,8,2,6,7,2,7,9,7,9,6,6
18,sels,4,5,6,7,5,2,6,7,0,8,9,8,9,2,3
55,sels,3,7,3,7,5,7,7,4,6,7,7,6,6,6,5
49,sels,8,6,8,7,7,3,7,8,4,2,7,6,8,7,3
60,sels,5,9,8,7,7,2,6,5,4,7,9,8,6,7,5
27,sels,8,9,9,9,7,10,9,9,8,7,9,9,1,3,3
33,sels,8,8,8,8,8,7,3,3,1,9,9,9,5,2,4
36,sels,3,10,5,9,8,9,7,8,5,9,6,8,10,7,5
79,sels,5,8,10,8,8,9,8,4,5,8,10,8,6,8,0
37,sels,10,10,10,10,6,9,10,10,9,10,8,10,7,3,0
37,sels,4,5,4,8,9,9,4,4,5,7,8,9,9,8,8
73,sels,7,8,8,8,8,9,8,8,7,2,6,6,5,8,4
85,sels,5,10,5,10,10,10,5,5,0,10,10,10,2,5,5
72,sels,6,5,7,10,5,9,8,7,1,7,10,9,10,9,2
37,sels,1,7,5,10,8,2,8,5,5,6,7,10,10,9,8
72,sels,6,9,9,9,7,10,9,10,8,9,9,9,6,4,1
46,sels,8,8,8,8,8,8,8,8,5,8,8,9,8,2,2
60,sels,8,5,7,8,9,5,9,8,3,9,9,8,8,1,2
37,sels,9,5,7,10,10,10,10,8,7,3,8,10,10,8,8
48,sels,6,7,9,10,8,7,8,8,5,9,8,8,5,3,5
20,sels,6,4,6,8,7,10,10,9,9,9,9,9,1,1,4
29,sels,8,4,7,7,5,4,8,8,4,7,9,9,5,6,4
65,sels,2,5,4,10,9,9,5,4,1,8,7,8,9,5,9
59,sels,5,5,6,8,7,9,7,8,4,3,8,8,8,7,5
26,sels,9,10,9,8,9,8,8,10,8,9,5,9,9,5,3
32,sels,9,10,9,9,7,10,7,7,8,5,2,7,2,3,4
40,sels,9,7,8,8,8,8,8,8,4,8,5,8,7,2,4
21,sels,8,5,7,8,8,10,10,9,8,7,6,10,5,6,2
22,sels,10,10,7,9,9,3,4,8,1,5,8,7,2,2,0
30,sels,6,5,5,9,8,7,8,6,3,1,9,10,9,4,1
39,sels,8,6,9,5,7,10,8,6,2,3,5,7,2,6,1
74,sels,4,4,8,8,8,8,7,8,4,3,8,7,7,6,1
55,sels,5,10,7,9,9,9,3,5,5,1,7,7,5,7,3
28,sels,5,5,9,9,9,8,9,9,5,5,9,9,2,3,3
62,sels,6,3,5,8,6,7,8,6,3,7,7,7,5,3,4
60,sels,5,3,6,8,7,9,8,8,5,8,8,8,8,1,3
33,sels,1,5,3,10,8,8,6,1,0,8,8,9,10,8,4
59,sels,5,3,8,8,8,3,8,7,3,8,9,9,8,4,4
69,sels,8,5,9,9,9,9,9,8,7,4,8,7,7,7,2
26,sels,5,3,5,6,7,10,7,6,5,9,8,8,7,1,2
68,sels,5,10,7,4,9,10,6,8,5,2,6,7,8,8,6
29,sels,6,7,5,8,6,7,7,6,7,6,8,7,3,3,3
48,sels,1,0,8,9,9,2,5,4,4,7,7,7,6,7,4
48,sels,8,7,10,8,8,7,9,9,9,7,9,9,9,4,1
69,sels,3,2,4,7,8,1,6,6,3,8,2,9,8,3,1
57,sels,10,9,9,10,10,10,10,10,1,10,10,10,3,1,0
57,sels,7,8,7,8,7,5,7,7,5,4,7,6,5,2,3
30,sels,6,8,7,6,8,5,6,6,3,8,5,6,6,6,4
56,sels,8,6,9,10,8,9,8,7,1,10,8,9,8,1,2
31,sels,4,5,5,8,7,8,9,10,6,8,6,6,5,2,5
39,sels,8,6,7,8,8,9,6,9,3,9,9,7,7,1,0
60,sels,9,8,8,8,10,10,10,10,3,3,10,10,9,9,2
29,sels,8,3,9,7,7,2,8,8,5,6,3,7,9,2,3
61,sels,8,10,9,8,7,6,6,8,3,9,8,9,9,5,5
48,sels,3,7,5,8,7,10,8,6,7,9,7,7,5,5,5
32,sels,5,7,5,9,9,10,7,8,4,8,7,8,5,1,3
36,sels,9,6,9,9,9,10,9,7,5,4,8,7,9,7,2
35,sels,4,1,3,8,8,5,2,5,2,8,8,8,7,9,7
43,sels,8,4,9,8,8,8,6,7,5,8,10,9,6,3,4
39,sels,6,5,9,8,7,7,8,6,5,10,10,10,5,3,2
62,sels,9,9,9,9,9,10,9,10,9,9,9,9,5,2,1
38,sels,7,8,9,8,8,6,7,9,4,2,8,9,10,7,3
57,sels,5,8,9,10,5,9,10,10,5,8,9,10,4,3,6
70,sels,5,3,6,10,10,9,10,10,0,10,10,10,2,3,3
62,sels,8,10,9,8,8,10,8,8,2,2,8,9,8,8,1
58,sels,9,9,8,9,8,9,7,9,3,3,10,7,8,4,3
50,sels,8,10,9,8,8,10,6,6,7,5,6,6,6,6,5
24,sels,7,8,4,8,8,9,6,9,6,8,7,9,8,3,1
33,sels,6,10,6,5,5,2,5,8,8,3,5,2,8,2,8
38,sels,9,8,9,9,7,9,10,9,8,0,8,8,8,8,5
59,sels,5,10,5,10,10,0,10,0,0,10,5,10,5,5,0
31,sels,4,6,6,8,8,9,8,6,4,7,8,9,8,6,5
53,sels,3,5,2,10,10,10,8,9,8,8,8,10,9,2,2
71,sels,7,8,7,6,8,6,7,6,3,3,7,6,8,5,4
19,sels,5,7,9,7,7,7,7,5,2,6,8,9,8,7,2
20,sels,3,1,8,5,5,2,6,2,4,4,7,8,7,7,2
56,sels,2,8,4,9,8,10,2,2,1,8,2,6,8,4,7
18,sels,7,1,6,8,8,9,9,9,8,9,7,10,4,2,3
20,sels,7,5,6,9,9,10,7,8,3,9,9,8,2,2,2
53,sels,8,4,8,9,9,10,8,9,9,4,9,10,6,1,1
55,sels,5,8,5,8,8,8,5,8,5,5,8,8,8,5,9
41,sels,5,3,3,8,8,9,7,8,5,6,8,8,7,3,6
53,sels,6,10,8,9,7,10,9,9,4,7,10,10,8,6,1
70,sels,9,7,9,8,9,8,10,9,5,1,6,9,9,7,2
47,sels,4,4,2,9,8,9,7,6,4,3,7,7,2,1,1
63,sels,10,6,10,10,10,10,10,10,0,0,5,8,10,8,1
53,sels,7,6,6,10,8,8,2,2,3,3,5,5,7,7,8
35,sels,9,10,9,10,10,10,7,8,8,8,9,9,6,4,1
72,sels,3,4,4,8,9,10,8,4,5,10,9,8,8,7,7
37,sels,10,10,10,7,6,8,10,7,7,8,5,8,8,5,6
18,sels,8,7,7,8,8,5,9,9,7,4,8,7,4,4,3
64,sels,3,6,4,8,6,7,4,5,4,9,5,7,1,1,1
41,sels,4,1,7,8,7,2,6,5,4,4,8,7,9,2,5
27,sels,3,3,4,7,5,5,7,4,4,8,7,7,9,7,6
42,sels,7,8,8,10,6,8,8,10,0,9,8,10,7,4,6
19,sels,10,5,8,10,8,6,8,9,6,6,9,8,8,5,4
58,sels,5,10,8,9,9,10,8,4,5,9,10,9,2,7,5
52,sels,3,5,7,9,9,9,8,5,5,7,9,9,5,1,2
50,sels,2,8,9,8,9,9,8,7,5,8,8,9,2,5,3
41,sels,5,7,5,7,7,8,5,5,3,5,6,5,6,7,7
26,sels,5,3,4,8,8,4,8,9,4,3,3,8,8,4,3
82,sels,7,0,7,7,7,9,8,9,10,8,9,9,7,0,3
68,sels,9,7,7,10,8,9,10,8,6,2,9,5,2,3,1
50,sels,6,8,8,10,10,1,6,6,0,4,6,8,9,8,2
72,sels,5,7,6,6,2,6,7,6,6,9,5,2,9,3,5
68,sels,9,7,9,10,10,10,9,9,2,2,8,9,0,2,2
26,sels,9,10,10,10,7,9,7,7,2,10,8,10,7,7,6
60,sels,6,6,4,8,7,9,9,6,5,10,8,8,10,1,5
47,sels,8,8,7,10,5,2,10,8,2,8,0,8,10,8,9
66,sels,9,7,8,9,8,2,8,8,5,2,7,5,8,5,2
67,sels,8,8,8,8,8,2,8,8,8,9,2,8,2,2,6
58,sels,3,9,6,9,9,10,4,5,0,9,9,10,4,5,9
21,sels,8,10,9,10,8,9,10,10,5,2,6,9,3,3,1
53,sels,6,6,8,8,9,3,8,8,2,6,8,9,9,9,7
51,sels,0,0,0,0,0,10,0,0,10,10,0,0,0,0,10
67,sels,8,4,9,10,9,2,9,9,2,4,9,9,6,3,2
66,sels,2,5,5,10,9,2,5,5,2,4,2,9,9,9,8
54,sels,9,9,9,9,7,8,9,7,9,6,3,5,2,5,5
38,sels,5,7,5,9,8,8,5,8,5,9,10,8,5,5,4
49,sels,3,2,2,8,9,5,5,5,4,8,8,8,5,5,5
53,sels,8,6,6,8,8,8,8,7,4,1,7,8,9,8,2
59,sels,7,6,7,7,7,8,5,7,4,4,5,6,7,7,3
46,sels,8,5,5,10,10,2,8,10,5,10,5,8,5,1,2
72,sels,5,5,7,5,5,4,5,4,4,7,6,6,3,2,2
64,sels,5,8,8,8,7,5,9,8,7,8,4,8,6,8,5
38,sels,5,4,7,9,6,2,5,4,2,9,4,10,5,7,3
35,sels,9,7,6,10,8,5,8,7,3,5,7,7,7,9,7
48,sels,2,6,4,8,7,7,4,4,3,10,4,7,4,3,6
45,sels,9,10,8,7,5,4,4,8,7,1,10,8,5,10,9
65,sels,5,5,4,8,8,10,6,6,3,6,6,10,10,7,8
64,sels,8,7,9,8,8,9,8,5,8,9,4,8,6,2,3
75,sels,1,1,4,9,8,9,8,0,2,9,2,8,4,1,3
58,sels,5,4,6,8,8,9,5,5,2,8,7,8,5,3,5
75,sels,5,1,5,8,8,8,8,6,2,7,8,8,9,2,4
77,sels,6,4,8,10,9,3,7,8,2,5,7,8,4,1,2
57,sels,7,10,10,8,9,10,10,10,9,9,10,10,10,5,3
39,sels,8,0,5,10,8,8,8,6,3,2,6,5,6,2,8
45,sels,5,7,7,10,9,2,6,7,5,8,5,8,3,5,4
72,sels,5,7,6,8,8,7,9,7,6,8,2,8,6,5,5
19,sels,7,8,8,8,8,2,10,9,9,9,8,9,1,8,2
22,sels,8,2,9,7,5,6,10,8,10,10,10,9,2,2,2
27,sels,10,3,10,8,9,9,4,8,3,5,8,8,7,2,4
40,sels,2,1,8,9,8,9,9,10,8,8,8,8,0,1,1
42,sels,10,6,10,6,8,7,10,10,9,0,6,4,10,2,1
43,sels,9,8,9,8,8,8,8,9,8,6,9,10,3,2,2
45,sels,2,3,2,10,9,6,7,7,5,1,8,6,8,2,8
49,sels,5,10,8,8,8,8,5,5,5,6,8,8,8,5,6
21,sels,9,8,5,8,8,5,10,8,7,2,8,9,7,7,2
34,sels,10,10,10,10,10,8,10,10,3,10,10,10,10,1,0
57,sels,8,9,8,9,8,10,8,9,7,9,9,9,3,2,2
52,sels,4,4,3,8,9,8,9,4,1,8,4,9,8,8,5
21,sels,8,3,10,10,10,5,9,5,10,5,6,9,2,0,0
26,sels,7,10,6,7,7,5,8,6,6,4,5,5,7,9,4
69,sels,7,9,6,9,8,9,5,5,5,3,8,8,8,7,7
56,sels,7,9,9,8,7,5,4,3,6,9,10,9,2,5,7
79,sels,7,8,7,8,7,8,4,3,7,5,6,7,6,7,7
40,sels,7,3,8,8,8,4,8,4,2,8,8,8,0,1,4
61,sels,7,6,8,8,8,10,8,9,2,8,9,9,3,5,2
46,sels,10,0,9,9,9,10,10,10,5,9,9,9,1,0,1
54,sels,6,8,8,10,7,2,10,10,2,9,10,10,5,5,4
25,sels,3,5,5,7,6,8,6,6,6,4,6,5,5,6,3
55,sels,6,8,7,6,9,4,3,3,3,10,3,9,6,5,5
35,sels,3,2,2,10,10,10,5,5,5,8,5,5,0,3,5
31,sels,6,2,9,8,7,10,10,10,5,7,8,9,2,1,3
68,sels,7,1,10,10,9,10,7,8,1,10,10,10,4,0,1
52,sels,7,7,5,7,6,7,6,2,5,4,5,5,6,7,5
51,sels,6,9,5,9,9,8,6,7,4,7,8,7,2,1,1
41,sels,5,8,6,8,6,3,4,5,3,7,8,8,6,6,5
20,sels,5,9,7,9,8,8,5,6,2,6,9,9,9,8,3
71,sels,10,10,8,9,9,10,8,8,3,3,7,7,7,8,5
52,sels,7,8,9,7,8,5,7,7,3,4,7,9,6,7,2
37,sels,6,6,8,10,9,7,9,9,6,10,6,8,8,5,6
49,sels,4,2,7,10,6,9,4,3,6,8,8,9,4,2,3
27,sels,6,9,6,5,5,5,6,8,3,10,10,9,8,2,8
47,sels,0,0,0,0,0,10,0,0,10,10,0,0,0,0,10
37,sels,10,7,10,10,10,10,10,10,3,3,10,10,5,5,1
54,sels,7,2,7,9,8,8,9,7,10,4,8,7,1,1,1
54,sels,7,5,7,10,10,10,4,6,1,5,7,10,9,8,2
35,sels,5,1,3,7,7,9,9,9,4,4,3,7,4,2,6
78,sels,5,5,6,8,8,10,8,7,5,8,9,5,5,1,3
19,sels,3,2,3,9,9,5,5,4,5,9,7,8,3,3,5
71,sels,7,3,5,7,7,5,6,7,8,2,3,3,3,3,3
33,sels,5,8,8,10,9,9,5,5,5,9,9,9,10,9,8
24,sels,7,10,8,8,8,8,4,3,0,9,9,8,10,5,5
67,sels,9,10,10,10,10,9,10,8,7,2,7,4,3,2,1
67,sels,9,7,8,7,7,7,8,8,8,4,4,4,6,3,5
33,sels,9,7,9,10,9,8,9,5,5,7,9,9,1,4,1
23,sels,9,8,9,8,5,7,9,5,8,7,8,6,5,4,6
54,sels,4,9,7,9,6,3,9,9,4,9,6,9,2,2,2
50,sels,7,8,5,8,7,9,8,8,6,9,8,9,2,3,4
71,sels,3,3,3,7,7,3,7,7,3,7,2,7,7,5,5
45,sels,5,6,7,5,6,7,7,7,5,4,6,8,6,5,6
72,sels,4,8,7,8,8,5,4,4,1,9,9,9,7,4,5
39,sels,8,9,9,10,6,3,9,9,5,3,9,9,1,4,1
25,sels,9,9,9,8,8,7,8,8,8,4,8,8,7,6,5
31,sels,7,2,10,10,9,10,10,10,9,7,10,9,1,4,1
61,sels,2,7,4,9,9,9,7,8,6,6,2,7,0,6,6
46,sels,5,8,7,10,8,9,5,6,9,10,8,8,8,8,6
67,sels,6,3,7,9,7,8,5,5,3,7,7,9,7,7,5
26,sels,3,3,3,8,5,6,7,8,6,5,5,6,8,6,6
76,sels,5,10,6,8,6,7,7,4,2,7,10,8,5,3,3
32,sels,3,8,2,9,9,9,4,4,6,8,4,10,8,4,3
55,sels,5,8,5,7,7,9,5,6,4,3,9,6,4,7,4
61,sels,8,8,8,6,8,4,7,7,2,7,6,8,2,2,3
45,sels,5,3,5,8,7,7,6,7,3,3,7,6,8,4,6
27,sels,5,2,5,7,8,9,8,9,3,6,5,8,7,7,6
53,sels,7,2,4,10,8,10,6,5,5,4,9,5,2,2,1
37,sels,9,4,7,10,9,9,9,9,7,7,8,10,9,4,0
20,sels,8,2,6,8,8,8,10,9,4,8,8,9,5,4,1
26,sels,8,5,5,7,7,5,8,3,4,3,7,5,2,6,6
34,sels,7,0,10,10,8,2,3,5,0,4,10,7,8,2,4
60,sels,5,4,9,8,7,10,7,8,3,10,10,9,5,4,5
51,sels,6,5,8,8,8,8,8,8,5,5,8,8,2,0,1
41,sels,5,10,10,10,10,10,4,4,0,10,10,10,5,10,7
29,sels,8,10,10,10,10,9,7,9,3,4,7,10,10,10,6
39,sels,8,8,7,8,9,5,9,9,6,6,9,9,4,4,3
20,sels,6,1,1,10,10,9,7,6,4,6,5,10,6,5,6
63,sels,10,10,8,8,9,9,8,9,9,9,8,10,7,1,0
55,sels,10,0,0,10,10,10,8,5,5,5,5,8,10,5,5
66,sels,5,10,8,10,10,8,8,8,0,9,8,8,5,1,1
25,sels,9,9,9,9,9,9,9,7,4,7,2,9,9,9,5
54,sels,8,10,10,8,9,8,8,9,5,10,8,8,7,1,2
21,sels,9,5,9,10,5,5,8,6,7,1,3,2,3,2,4
32,sels,7,6,5,8,7,5,10,9,6,8,10,10,10,5,5
38,sels,8,7,7,10,10,10,8,5,3,7,9,7,3,2,1
18,sels,10,8,10,7,9,0,3,2,2,8,1,9,8,6,4
42,sels,7,5,7,9,7,5,7,7,5,5,6,5,3,3,4
70,sels,5,5,5,5,10,5,2,5,5,5,10,10,2,2,5
65,sels,8,4,8,10,10,10,10,8,8,5,8,8,3,3,2
49,sels,6,7,8,8,8,5,7,6,2,6,7,9,6,6,5
68,sels,4,3,5,8,4,9,8,4,3,9,7,8,5,4,3
45,sels,8,9,6,8,8,7,10,9,8,9,10,9,5,2,5
46,sels,6,10,3,10,10,4,8,6,0,7,6,10,8,5,5
45,sels,9,10,9,10,9,8,9,7,4,10,10,10,6,5,3
27,sels,9,2,8,10,10,10,8,8,1,1,8,10,10,5,1
21,sels,9,7,8,8,7,5,8,7,7,4,6,7,1,2,1
24,sels,6,4,8,10,8,8,9,9,7,8,9,9,8,7,8
42,sels,10,5,8,10,10,10,6,5,3,8,8,7,8,4,7
64,sels,10,8,9,9,9,0,7,5,5,9,6,8,7,4,6
42,sels,6,4,7,8,7,9,7,7,7,7,7,8,5,2,2
44,sels,9,8,9,9,9,8,9,9,5,9,9,9,5,5,2
