dataset,age,ipip_O_vivimag,ipip_O_ricvoca,ipip_O_excidea,ipip_O_quiunde,ipip_O_difword,ipip_O_reflthi,ipip_O_fulidea,ipip_O_difunde,ipip_O_intidea,ipip_O_notimag,ipip_C_alwprep,ipip_C_leabelo,ipip_C_attdeta,ipip_C_makmess,ipip_C_chodone,ipip_C_forgbac,ipip_C_likorde,ipip_C_shirdut,ipip_C_folsche,ipip_C_exactwo,ipip_E_lifpart,ipip_E_nottalk,ipip_E_comfaro,ipip_E_inbackg,ipip_E_talkdif,ipip_E_noatten,ipip_E_cenatte,ipip_E_quistra,ipip_E_startco,ipip_E_littsay,ipip_A_littcon,ipip_A_intpeop,ipip_A_peopeas,ipip_A_insupeo,ipip_A_symfeel,ipip_A_feelemo,ipip_A_softhea,ipip_A_nointot,ipip_A_nointpr,ipip_A_taketim,ipip_N_irrieas,ipip_N_seldblu,ipip_N_easdisr,ipip_N_upseasy,ipip_N_streasy,ipip_N_oftblue,ipip_N_relamot,ipip_N_worryth,ipip_N_chamood,ipip_N_moodswi
liss,42,1,3,4,4,4,3,3,5,5,4,3,5,4,5,4,1,4,3,3,3,4,3,4,1,3,3,3,2,3,2,3,3,3,5,1,2,4,3,3,4,3,5,3,3,1,3,3,3,3,4
liss,55,5,5,3,4,4,5,4,5,5,4,4,5,4,5,4,4,4,5,4,3,3,3,4,3,3,3,4,4,3,5,5,4,4,5,4,4,2,5,4,4,1,1,2,1,2,1,2,3,2,1
liss,40,3,4,4,5,4,4,3,3,2,5,4,5,4,4,3,3,4,3,3,4,4,1,3,3,1,3,1,2,3,2,3,2,4,5,3,3,3,2,2,3,4,4,3,2,4,3,3,4,4,3
liss,41,2,3,4,3,3,4,3,3,3,3,4,5,4,4,4,4,5,3,2,3,4,3,4,3,4,3,3,3,4,3,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,1,3,3,3,2
liss,52,4,3,4,4,2,4,4,4,4,4,3,3,4,4,2,3,4,2,3,4,2,2,3,2,2,2,2,2,3,3,4,4,3,4,4,4,4,4,4,4,4,2,4,2,2,2,3,4,2,2
liss,58,2,3,2,3,3,4,2,3,3,3,3,3,4,3,3,4,3,4,2,3,3,4,3,2,3,2,2,2,4,2,4,4,2,4,2,4,3,4,4,4,4,4,4,3,3,3,3,4,3,3
liss,71,3,4,3,3,4,3,3,3,3,3,4,3,3,3,2,3,4,4,4,4,3,3,4,2,4,3,3,3,4,3,4,4,3,4,4,3,4,3,3,3,3,3,4,3,4,3,3,4,3,3
liss,52,3,5,3,3,3,4,4,3,3,4,4,4,3,3,5,3,4,4,2,3,1,3,3,3,3,1,1,3,4,3,1,4,4,3,4,4,5,4,5,4,3,4,5,4,4,4,3,4,4,4
liss,48,5,3,4,4,3,4,3,5,4,1,4,4,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,3,3,3,4,4,4,1,2,1,1,1,1,2,2,1,1
liss,41,4,4,4,4,2,3,3,4,4,4,3,5,4,3,4,4,4,5,3,4,5,4,4,3,3,2,3,3,3,4,5,5,4,5,4,4,5,4,4,4,2,1,2,2,2,2,2,5,2,2
liss,68,4,4,4,4,3,3,3,4,4,4,4,3,4,5,5,2,4,1,4,4,4,1,4,4,4,2,5,5,4,5,2,4,4,5,3,4,5,4,2,4,2,2,2,2,2,2,2,4,3,3
liss,52,4,5,3,2,4,2,3,5,4,3,4,3,2,2,3,3,3,1,3,4,5,4,4,4,1,3,3,2,3,4,5,5,4,5,5,3,3,4,4,4,3,3,4,3,1,5,2,2,3,5
liss,48,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,5,3,3,3,2,4,2,3,3,3,4,4,3
liss,27,2,4,3,4,4,4,3,4,3,2,4,4,4,4,4,3,4,4,4,4,3,2,4,3,4,2,2,2,2,3,4,4,2,5,4,4,2,2,4,3,4,3,4,4,4,3,3,4,4,4
liss,51,3,4,3,4,3,4,3,3,3,3,4,4,4,4,3,3,3,4,2,4,3,4,3,3,4,3,3,3,3,4,3,4,4,4,4,3,4,4,3,4,4,3,4,3,3,2,3,3,3,3
liss,42,2,4,3,3,3,4,4,2,3,2,2,2,3,4,2,3,2,5,1,2,4,4,3,3,3,2,2,2,4,4,5,4,4,5,4,4,4,4,4,4,3,3,2,2,4,2,4,4,2,2
liss,63,3,3,4,4,3,4,4,3,3,3,4,3,4,3,3,4,4,4,4,5,3,2,4,2,4,3,3,2,3,3,4,4,3,3,4,4,3,3,4,4,2,3,3,4,3,3,2,4,3,3
liss,69,2,5,2,4,4,4,3,5,2,2,2,5,4,5,3,2,4,4,4,3,4,4,5,4,4,2,2,4,4,3,4,4,5,4,4,4,5,5,1,5,2,1,3,2,1,1,2,4,1,1
liss,68,4,5,4,5,3,4,4,3,2,4,3,2,3,4,2,2,3,5,4,4,4,4,4,5,4,4,4,3,4,5,4,5,5,5,5,4,5,5,5,5,1,3,5,2,1,3,2,4,2,3
liss,27,2,3,3,4,3,4,3,5,5,4,5,5,4,5,4,5,4,4,4,4,3,2,3,3,3,3,4,3,3,4,5,5,3,5,4,4,3,4,4,3,1,2,1,1,1,1,3,2,2,1
liss,62,2,2,4,4,4,4,5,4,4,2,3,4,2,4,4,1,5,5,5,4,3,3,4,2,3,2,2,3,3,3,5,4,3,3,4,3,3,4,4,4,3,3,4,3,4,3,3,4,3,3
liss,41,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
liss,37,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,5,4,4,3,3,3,4,2,4,2,3,2,4,4,4,4,4,4,4,4,3,4,4,4,2,2,2,2,2,2,2,2,2,2
liss,39,3,3,3,3,1,4,3,5,4,5,4,4,4,5,3,5,3,4,3,3,3,2,4,2,3,3,3,2,3,4,4,4,3,5,3,4,2,4,4,4,3,3,2,1,3,1,3,4,2,1
liss,39,3,3,3,3,2,3,2,3,3,3,3,4,3,4,2,3,2,4,3,3,3,3,3,4,4,3,3,4,3,4,3,3,3,5,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,2
liss,26,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,5,4,5,4,4,4,5,5,4,4,4,4,4,5,5,5,5,4,5,5,4,4,5,4,4,1,1,4,3,4,1,1,4,1,1
liss,50,3,3,3,3,2,4,3,3,3,4,3,4,4,4,3,4,3,5,4,4,2,2,3,2,3,2,2,2,3,4,1,4,4,5,5,4,4,4,4,4,2,3,4,3,4,2,3,4,3,3
liss,62,2,2,4,4,2,4,3,2,3,3,2,3,3,4,3,4,3,4,3,3,3,2,4,2,2,2,2,2,2,3,4,4,4,4,3,4,2,4,4,3,2,3,3,3,3,2,3,4,2,3
liss,35,3,4,4,5,4,4,4,3,5,5,3,4,4,5,5,4,4,5,4,4,3,3,4,3,4,2,4,5,4,4,4,4,4,5,4,4,3,4,3,4,1,5,2,1,3,1,2,3,1,1
liss,49,4,5,4,4,3,4,4,4,3,1,4,5,4,4,4,4,4,4,3,2,4,3,4,4,4,3,4,3,4,4,5,4,4,5,4,4,3,5,4,4,1,4,1,1,2,1,2,4,2,1
liss,33,4,5,5,5,4,4,5,5,5,5,4,5,5,4,3,5,5,3,3,5,5,4,4,4,4,3,4,4,5,5,5,5,5,5,4,5,4,5,4,4,3,4,2,1,4,3,3,2,4,3
liss,56,4,3,4,3,2,3,2,3,3,3,2,2,4,2,4,2,4,3,4,2,4,3,3,3,3,2,3,2,3,3,2,4,4,3,4,4,4,4,5,4,3,3,3,2,2,3,2,4,3,3
liss,46,4,4,4,5,3,4,5,3,2,3,3,2,2,4,2,2,2,4,2,4,3,3,3,2,2,2,3,2,2,4,4,4,3,3,4,2,1,3,4,2,3,1,2,1,1,2,2,2,2,1
liss,33,4,3,3,4,3,4,4,4,3,5,2,5,4,4,4,5,5,5,4,5,4,5,4,4,4,2,1,5,4,5,5,5,5,4,5,5,4,5,5,5,1,2,2,2,1,1,2,4,2,1
liss,49,5,2,4,3,2,2,5,3,4,4,2,1,2,4,2,2,2,5,2,4,4,5,4,5,4,4,5,5,5,5,4,3,4,4,3,2,2,4,4,3,3,2,2,1,3,2,2,2,2,2
liss,42,2,3,3,3,2,3,3,3,3,3,3,4,3,4,3,4,4,4,4,4,3,4,4,3,3,2,2,3,3,3,4,4,4,4,4,3,2,4,4,4,3,2,3,3,3,2,3,4,3,3
liss,61,3,2,3,3,2,4,2,3,2,2,2,4,2,4,4,4,4,4,2,4,3,2,4,2,2,2,2,2,2,2,3,4,4,4,4,4,3,2,2,4,3,3,4,2,4,3,4,4,4,3
liss,32,3,4,3,4,3,4,3,3,3,3,5,2,4,4,4,3,4,4,3,4,4,4,4,3,4,3,4,4,4,2,4,4,3,5,4,4,3,4,4,4,3,2,4,3,3,2,3,3,3,3
liss,34,4,4,4,4,3,4,4,4,4,5,2,4,3,4,3,2,2,5,4,4,4,4,4,3,4,3,3,2,4,4,5,5,4,4,5,4,4,5,4,5,2,2,3,2,2,1,2,4,2,1
liss,68,1,4,4,4,1,4,3,3,3,3,5,5,4,5,5,4,5,5,5,5,4,5,5,3,5,2,3,3,5,3,2,5,5,5,4,3,3,2,2,3,3,1,4,1,1,1,1,2,1,1
liss,53,3,4,4,4,3,4,3,3,3,4,3,4,2,4,3,4,2,4,3,3,3,4,4,3,3,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,2,3,2,3,2,2,3,3
liss,24,4,4,4,4,3,4,4,3,4,2,4,5,3,4,4,4,5,4,4,4,4,2,4,3,4,2,3,2,3,3,3,4,4,4,4,3,3,4,3,4,4,3,4,3,4,3,3,4,4,3
liss,35,4,4,4,5,4,4,5,5,4,4,3,4,3,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,2,1,2,2,2,1,2,2,2,1
liss,39,2,2,2,3,2,4,2,2,2,3,4,4,3,4,3,4,3,3,4,3,3,4,3,2,2,2,4,2,2,2,3,3,4,5,4,4,4,3,2,4,2,3,4,4,4,2,3,3,4,3
liss,66,3,4,3,4,3,4,3,2,3,3,3,5,4,4,4,4,4,5,4,4,4,4,4,3,4,2,2,4,4,2,5,4,4,5,4,4,3,5,5,4,3,3,4,3,3,3,4,4,3,3
liss,25,2,3,4,4,2,4,1,3,3,4,3,4,3,5,3,4,5,3,3,2,4,3,3,5,2,1,2,3,3,2,3,4,3,5,1,1,5,3,3,4,2,3,3,2,2,3,2,1,3,3
liss,39,2,3,2,4,3,3,3,4,4,3,4,5,4,5,4,4,5,5,4,4,3,4,4,3,3,3,3,3,3,3,4,4,4,5,4,4,3,4,5,4,3,3,3,3,3,3,3,3,3,3
liss,43,4,2,5,3,2,3,4,4,3,4,3,3,4,4,4,2,3,3,3,3,4,4,4,3,3,3,3,2,4,4,3,3,3,4,4,4,4,4,4,3,3,2,4,3,3,3,3,3,3,2
liss,77,4,3,3,4,1,4,5,2,3,4,4,5,4,4,5,5,4,5,4,5,4,4,4,2,5,3,3,4,4,2,4,4,4,4,4,4,2,4,4,5,2,4,3,3,2,2,4,4,2,2
liss,26,2,3,3,4,2,1,4,3,3,5,3,4,3,5,2,4,4,5,1,1,4,5,5,4,5,3,5,5,4,4,4,4,4,4,4,4,2,5,4,4,1,5,2,1,1,1,5,2,2,1
liss,72,5,3,4,4,3,5,4,4,4,5,4,1,3,5,1,1,2,5,2,1,4,2,3,2,4,1,4,2,4,4,5,5,4,5,4,4,1,5,5,4,2,2,3,2,2,1,1,5,1,1
liss,46,3,3,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,2,2,3,4,4,4,4,4,5,4,4,3,4,4,4,3,2,3,3,2,2,2,4,3,3
liss,33,3,5,5,5,4,5,4,5,5,5,4,4,4,5,4,4,4,5,4,5,3,4,4,4,3,4,4,3,4,5,4,5,4,4,4,4,2,4,5,5,2,3,2,1,2,2,2,4,2,1
liss,19,4,2,3,4,2,3,3,4,3,4,2,2,3,3,3,3,4,2,2,2,4,3,5,2,1,2,3,1,1,1,4,4,3,3,4,4,2,4,4,3,2,4,2,2,2,2,2,2,2,1
liss,57,4,5,3,4,3,4,4,5,4,4,4,3,4,4,3,4,4,4,4,5,3,2,3,2,2,2,3,2,3,3,5,4,4,4,4,4,3,4,4,4,4,2,3,2,2,2,2,4,3,2
liss,40,4,5,4,4,4,3,4,4,4,4,3,3,3,4,3,3,3,4,3,3,4,4,4,4,3,3,3,2,4,4,4,4,4,3,4,4,3,4,4,4,3,3,3,2,3,2,2,4,3,3
liss,39,2,4,3,4,3,3,3,4,3,3,4,5,3,4,3,4,4,4,3,4,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,3,2,2,2,2,2,2,2,3,2,2
liss,56,3,4,3,4,3,4,3,4,4,3,3,5,4,5,3,4,5,4,4,4,4,3,4,3,3,3,3,3,3,4,2,4,4,4,4,3,3,4,4,4,2,2,2,2,2,2,2,4,3,2
liss,32,5,4,5,5,3,4,5,5,4,5,3,2,4,4,5,4,4,5,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2
liss,26,4,4,4,4,3,4,5,4,4,5,4,5,5,5,4,5,5,5,4,2,4,5,4,4,4,2,2,4,4,4,5,1,5,5,5,4,4,5,5,4,2,2,2,2,2,2,2,2,3,1
liss,17,4,4,4,5,2,4,4,3,3,5,3,4,4,4,2,4,3,4,2,3,4,5,4,3,4,4,3,3,4,4,5,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,3,2,2
liss,54,4,4,3,3,3,4,3,3,3,2,2,5,4,4,2,5,5,5,3,3,1,4,2,2,1,1,1,2,2,3,5,3,3,5,4,3,2,3,3,3,2,3,3,4,4,3,4,4,3,3
liss,28,4,4,3,4,2,4,2,4,4,4,4,3,4,4,3,3,5,5,4,2,3,3,4,3,4,2,2,4,4,3,5,4,5,5,4,5,3,4,4,4,1,4,4,4,5,4,5,4,4,4
liss,43,3,4,4,4,3,4,4,4,4,4,4,4,4,5,3,4,3,5,3,4,4,3,4,3,4,3,3,3,4,4,5,5,4,5,4,4,4,4,5,4,2,1,3,2,2,1,2,4,1,1
liss,65,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,4,4,3,3,3,4,4,4,4,4,5,4,4,1,4,4,4,1,1,3,1,2,1,2,3,1,1
liss,18,3,2,4,3,2,4,3,3,3,4,2,4,4,2,1,4,4,4,2,4,4,2,5,2,2,1,2,2,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,5,4,4,4,4,5,5
liss,48,3,3,3,3,2,3,3,3,3,3,3,3,3,5,3,4,4,4,4,3,4,5,4,4,4,3,3,4,4,4,5,5,4,4,4,4,3,4,4,4,2,2,3,2,2,2,2,3,2,1
liss,16,3,4,3,4,2,3,3,5,5,5,2,3,3,4,3,4,4,4,2,3,2,4,4,2,2,2,2,2,2,4,5,4,4,5,4,4,3,4,5,4,4,2,2,2,1,2,2,4,4,3
liss,16,4,3,3,5,1,4,3,4,4,4,3,3,4,4,2,3,3,4,2,4,5,4,5,4,4,3,3,5,4,5,2,4,4,4,4,4,4,4,5,4,2,3,1,1,1,2,1,3,1,1
liss,61,4,5,3,3,3,3,4,1,1,4,4,5,4,5,3,5,4,4,4,4,3,4,3,3,3,3,2,2,1,4,4,4,4,5,3,3,4,3,4,3,3,5,4,5,4,1,3,4,1,3
liss,44,5,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,5,4,5,4,4,4,3,4,4,4,4,5,5,4,5,4,4,3,4,4,4,2,1,2,2,2,1,2,2,2,4
liss,59,4,4,4,4,3,4,3,2,2,4,2,4,4,4,3,4,3,5,3,4,3,3,4,3,3,4,4,3,4,4,4,5,3,4,2,3,4,4,4,3,4,3,3,3,3,2,3,4,2,2
liss,50,5,4,4,4,3,5,4,3,3,4,4,5,4,4,4,4,4,4,4,4,4,5,4,2,4,4,2,3,4,4,4,4,5,4,4,4,4,4,4,4,3,2,3,3,3,2,2,4,2,2
liss,22,2,2,3,3,2,4,3,2,2,3,4,3,4,3,3,2,3,4,3,4,3,2,3,2,2,3,2,2,3,3,4,4,3,5,4,3,4,4,4,4,3,2,3,4,2,2,3,2,3,2
liss,31,4,4,5,4,4,3,3,5,4,3,2,4,5,3,3,3,5,2,3,4,3,4,4,4,4,4,4,5,4,4,4,3,3,4,2,4,3,3,4,4,2,2,2,2,2,2,2,3,2,2
liss,53,2,3,3,4,2,3,3,3,3,2,3,3,2,4,3,3,4,4,3,4,3,3,3,3,3,1,3,3,2,3,4,4,4,4,4,3,4,4,4,5,4,2,3,3,3,2,3,4,3,3
liss,42,2,3,3,4,3,3,3,4,4,3,4,4,3,4,2,4,3,4,2,3,2,2,3,2,2,2,2,2,2,3,3,4,2,4,4,3,2,4,4,4,2,2,3,2,2,2,3,4,2,1
liss,72,1,3,2,3,1,3,2,2,3,2,3,4,3,4,3,3,4,4,3,3,3,2,4,3,4,2,2,2,3,3,2,3,3,5,2,2,2,3,2,3,4,2,3,4,4,4,3,4,3,4
liss,36,4,4,4,4,3,4,4,2,4,3,3,2,4,2,3,2,4,3,4,3,4,2,4,2,2,2,2,2,3,2,3,4,4,3,4,3,4,3,3,4,4,2,3,3,3,3,2,4,3,3
liss,69,4,3,3,3,2,3,4,4,3,2,3,2,2,4,3,4,3,2,3,4,4,2,3,4,4,3,3,3,4,4,4,4,3,5,4,3,2,3,4,4,3,2,3,4,2,4,3,3,3,2
liss,44,4,2,4,3,2,3,4,3,3,2,3,4,4,4,3,4,4,4,3,3,3,3,3,3,4,2,2,3,3,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,2,3,3,3,3
liss,75,5,3,3,3,3,5,3,3,1,2,5,3,5,3,5,3,5,2,2,5,4,2,5,1,5,3,5,2,5,3,3,5,3,3,5,3,3,1,3,3,4,1,3,2,3,2,1,3,5,4
liss,42,4,4,3,4,2,3,3,4,3,3,4,5,5,5,4,5,5,5,4,5,4,4,4,3,4,2,3,4,4,5,4,4,4,5,4,3,4,4,4,4,3,4,2,3,2,3,2,4,3,3
liss,53,3,3,4,4,2,4,4,3,3,4,4,3,3,4,3,3,4,4,4,4,4,2,4,3,3,2,3,2,3,3,3,4,3,3,3,3,3,3,3,4,2,4,3,2,2,3,2,3,2,2
liss,58,4,4,4,3,2,3,4,4,3,4,5,3,4,5,3,4,4,5,4,3,3,2,3,4,2,4,4,3,4,5,4,4,3,5,4,4,2,4,4,4,3,4,4,4,5,2,4,5,2,3
liss,53,3,3,3,4,2,4,3,3,3,4,4,4,4,4,3,4,4,4,3,3,3,3,4,3,4,2,3,2,3,3,4,4,3,4,4,4,3,4,3,2,3,2,3,2,3,2,2,4,3,3
liss,50,2,2,4,4,1,4,3,2,3,3,4,2,3,5,5,5,4,2,2,2,5,5,4,2,2,2,1,2,2,3,5,4,4,5,4,3,4,5,4,4,1,4,2,1,2,1,2,2,3,2
liss,44,3,5,5,5,3,5,4,3,4,4,4,5,5,4,2,5,4,5,3,5,2,3,3,2,2,2,1,2,4,3,5,4,4,5,5,4,5,5,4,3,4,3,2,3,3,3,4,4,2,3
liss,42,5,4,5,4,3,4,5,5,4,5,3,3,4,5,4,4,3,5,4,5,4,4,3,3,4,2,3,3,4,4,5,1,4,4,5,4,3,5,4,4,2,2,2,2,2,3,2,4,3,3
liss,66,3,3,2,3,2,4,2,2,2,3,3,4,4,4,4,4,4,3,3,3,3,3,4,2,3,2,4,3,4,3,4,4,3,4,4,4,4,4,4,3,2,3,3,2,4,2,3,4,2,2
liss,31,4,4,4,4,1,2,4,4,3,5,4,2,4,2,2,3,2,3,2,4,4,5,5,5,5,5,4,4,5,5,4,4,4,5,5,5,4,5,5,2,1,2,1,2,2,1,2,3,4,2
liss,30,2,2,2,4,2,4,2,4,2,2,4,4,4,5,4,5,5,5,4,2,4,2,4,4,4,2,2,4,4,4,4,4,4,4,4,4,2,4,4,4,2,1,2,1,2,1,1,2,1,1
liss,61,3,2,4,4,2,4,4,2,2,2,4,3,2,4,2,2,3,2,2,4,3,4,1,2,2,2,4,2,1,2,3,2,3,4,2,3,2,2,3,3,3,4,2,3,4,2,3,3,2,2
liss,66,4,5,3,5,4,4,4,5,1,5,4,3,4,5,4,2,4,5,4,5,4,4,4,4,4,4,4,4,5,2,5,5,5,5,5,4,2,5,5,5,3,2,2,2,1,1,1,2,2,1
liss,61,5,4,3,3,2,4,3,4,5,4,4,3,3,5,3,5,4,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,4,1,4,2,3,1,2,4,1,1
liss,59,3,3,5,4,2,4,4,3,2,3,4,2,5,4,5,2,4,4,4,4,4,3,3,2,4,3,4,2,2,3,4,4,4,3,4,4,3,4,3,4,4,2,4,3,3,3,3,5,4,4
liss,72,3,5,4,4,4,5,3,2,3,3,4,4,4,5,4,4,5,5,5,4,4,4,4,2,2,2,2,2,4,4,5,5,5,5,5,4,5,4,5,5,3,4,2,2,2,3,2,4,3,3
liss,26,2,3,4,4,3,5,3,4,4,3,4,5,4,5,4,4,5,4,4,3,3,4,4,3,4,2,2,4,4,5,5,5,3,4,4,4,3,4,5,4,1,3,3,2,3,2,2,4,2,2
liss,60,1,2,1,2,1,4,1,2,1,1,3,4,2,5,1,4,5,4,4,4,4,2,2,3,3,4,5,4,3,4,2,4,2,2,4,2,3,1,2,2,4,4,3,2,2,2,3,4,4,3
liss,25,5,3,2,4,1,3,4,4,2,5,4,5,4,5,2,5,5,4,4,4,5,5,5,5,5,1,1,5,4,5,2,4,4,3,5,5,5,4,5,5,4,2,1,1,1,1,1,3,4,4
liss,44,5,2,3,3,4,2,4,1,3,3,3,4,4,2,3,3,2,2,4,4,2,2,5,1,2,2,4,4,2,2,2,4,4,3,3,4,5,2,2,4,4,3,5,4,1,2,2,3,4,3
liss,30,3,3,4,4,3,4,3,4,3,4,3,4,3,4,4,4,3,4,3,4,4,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,4,2,3,2,4,2,3,2,3,2
liss,53,4,5,4,5,1,4,3,5,5,5,5,5,4,5,4,4,5,5,4,4,2,5,5,2,5,2,3,4,5,4,5,5,4,5,5,4,4,5,5,3,2,4,3,2,2,1,2,3,1,2
liss,42,4,5,4,5,3,4,4,5,5,5,4,3,4,5,2,4,4,5,4,5,3,3,4,3,4,2,4,3,4,5,5,5,4,5,4,4,2,4,5,5,1,2,1,5,1,1,2,4,2,1
liss,42,5,4,4,4,3,4,4,2,4,4,3,1,4,3,4,2,2,5,2,4,5,5,5,4,5,4,5,4,5,5,5,5,4,4,5,5,4,5,5,5,2,3,4,3,3,2,3,4,4,4
liss,40,5,4,3,5,5,4,4,4,1,2,4,3,4,3,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,2,4,2,4,4,3,4,3,4,3,4,4,4,4
liss,22,1,5,4,4,4,4,3,2,2,3,4,4,4,3,4,2,4,4,4,2,4,3,4,3,4,2,3,2,4,3,4,4,4,3,4,4,2,5,5,4,3,3,3,2,2,2,2,4,4,2
liss,36,5,5,4,5,4,3,5,5,4,5,4,5,5,5,4,5,5,4,4,5,4,5,4,4,3,4,4,5,4,5,2,3,4,4,3,3,1,2,3,4,2,2,1,1,2,1,1,2,2,1
liss,25,2,3,4,5,2,4,4,4,3,4,4,4,5,5,4,4,4,4,3,4,4,3,3,2,3,2,2,3,3,4,3,3,4,4,3,2,2,4,4,4,2,2,2,2,2,2,2,3,2,2
liss,57,3,3,3,2,2,3,3,3,3,4,3,5,3,5,3,5,4,4,4,2,3,5,5,4,3,2,2,5,4,4,4,4,4,5,4,3,2,4,4,4,2,2,3,2,1,1,2,4,2,1
liss,36,2,2,2,3,2,4,3,2,3,4,4,2,4,3,3,4,4,3,3,4,3,3,4,3,4,3,4,3,4,3,4,4,4,4,3,4,3,2,2,4,2,4,2,2,3,3,4,5,2,4
liss,27,2,4,3,4,2,4,3,4,3,3,4,4,4,4,4,4,4,4,4,5,4,4,3,3,3,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4
liss,47,4,3,3,4,3,4,4,2,3,4,3,4,4,4,4,4,4,4,3,4,4,3,4,2,4,3,3,4,4,4,4,4,4,5,4,4,2,4,4,4,2,2,2,2,3,1,2,3,2,2
liss,38,4,3,3,3,2,4,4,3,3,4,3,3,3,3,3,1,5,3,5,4,4,2,2,2,4,2,3,3,4,1,2,3,4,3,3,5,4,3,2,4,5,3,3,3,4,3,2,4,4,3
liss,59,3,4,3,3,3,3,3,4,3,3,4,5,3,4,2,3,4,4,3,3,4,3,5,4,4,4,4,4,3,4,3,3,3,4,3,4,3,3,3,4,4,3,1,3,4,2,2,3,3,2
liss,52,4,4,3,3,2,4,3,3,2,4,2,2,4,4,3,4,3,4,3,3,3,3,4,2,3,3,3,2,4,3,4,4,4,5,4,4,3,4,2,3,3,3,3,3,2,3,3,3,3,3
liss,78,2,5,3,5,5,4,4,4,3,5,2,1,5,4,2,1,3,5,1,5,2,2,3,3,1,3,2,3,4,3,5,5,5,2,5,4,3,4,5,5,2,2,2,1,1,2,2,2,1,1
liss,51,2,3,4,3,3,5,3,2,4,3,4,2,3,4,4,2,3,5,5,5,5,4,5,4,4,3,5,3,3,4,5,4,5,3,5,5,4,2,3,4,2,4,2,2,1,1,2,2,3,1
liss,34,5,5,3,5,3,4,3,5,3,5,3,4,4,5,2,3,4,4,3,3,3,5,5,3,4,3,4,4,4,4,4,4,3,5,4,4,3,4,4,4,2,1,1,2,4,1,2,4,1,1
liss,20,5,3,3,4,3,3,4,4,2,2,4,3,2,4,4,2,4,4,3,4,5,5,5,3,4,1,2,2,4,4,3,4,4,4,5,4,2,4,4,5,3,4,2,2,2,2,2,3,3,3
liss,29,4,4,3,4,4,2,4,5,5,5,2,4,4,3,3,5,5,5,1,4,2,4,4,4,1,2,2,2,1,1,3,4,4,4,4,4,4,4,4,3,2,4,3,3,4,2,2,1,2,2
liss,33,4,3,3,4,2,3,3,3,3,4,3,3,3,3,4,4,4,4,3,3,4,3,4,3,3,2,2,4,3,4,5,5,3,5,4,4,3,4,2,4,2,2,3,2,2,2,2,4,2,2
liss,63,5,5,4,4,4,3,4,5,5,4,4,3,4,4,3,3,3,3,3,3,4,5,4,5,4,4,4,5,4,5,2,4,5,4,5,5,5,4,5,4,2,4,2,2,3,1,2,3,3,2
liss,60,4,4,4,4,3,4,4,5,5,4,3,5,4,5,5,5,4,5,4,4,4,2,4,2,3,4,3,4,4,4,4,4,4,5,4,3,3,5,5,4,1,5,2,1,1,1,2,4,1,1
liss,16,5,4,4,4,4,1,5,5,4,5,3,5,4,3,3,3,3,3,1,3,5,3,5,3,5,3,4,4,5,4,3,2,3,2,2,3,1,2,5,4,3,3,1,1,4,1,3,4,2,1
liss,44,2,1,3,1,1,5,3,5,3,1,3,1,3,3,3,1,3,3,5,3,4,1,3,1,1,1,3,1,2,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5
liss,42,3,4,3,4,2,3,3,3,3,3,3,4,3,5,2,2,3,4,3,3,3,3,4,4,4,3,4,4,4,3,4,3,4,5,4,4,4,4,2,4,2,3,3,2,2,2,2,3,2,3
liss,27,5,5,4,5,4,4,5,5,4,5,2,4,4,4,2,4,2,4,2,5,4,2,4,5,4,4,2,4,4,5,5,4,3,4,4,5,5,4,4,3,4,2,1,1,4,2,4,4,2,2
